Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Afghanistan,BMI-for-age >+1 SD,Female,2013,18.8,Units,%,Reanalysed,Free,17.5,20.2,2091807.0,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,BMI-for-age >+1 SD,Female,2018,20.6,Units,%,Reanalysed,Free,18.6,22.7,9457.1,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,BMI-for-age >+2 SD,Female,2004,3.3,Units,%,External Reanalysis,Free,,,436.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,BMI-for-age >+2 SD,Female,2013,6.8,Units,%,Reanalysed,Free,5.9,7.8,2091807.0,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,BMI-for-age >+2 SD,Female,2018,5.4,Units,%,Reanalysed,Free,4.1,7.0,9457.1,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,BMI-for-age >+3 SD,Female,2004,0.7,Units,%,External Reanalysis,Free,,,436.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,BMI-for-age >+3 SD,Female,2013,3.0,Units,%,Reanalysed,Free,2.4,3.6,2091807.0,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,BMI-for-age >+3 SD,Female,2018,1.6,Units,%,Reanalysed,Free,1.1,2.4,9457.1,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,BMI-for-age (Standard Deviation),Female,2004,1.3,Units,Number,External Reanalysis,Free,,,436.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,BMI-for-age (Standard Deviation),Female,2013,1.5,Units,Number,Reanalysed,Free,,,,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,BMI-for-age (Standard Deviation),Female,2018,1.2,Units,Number,Reanalysed,Free,,,,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Mean Height-for-age,Female,2004,-2.3,Units,Number,External Reanalysis,Free,,,436.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Mean Height-for-age,Female,2013,-1.5,Units,Number,Reanalysed,Free,-1.6,-1.4,2077662.4,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Mean Height-for-age,Female,2018,-1.5,Units,Number,Reanalysed,Free,-1.6,-1.4,9303.1,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Height-for-age <-2 SD (stunting),Female,2004,58.5,Units,%,External Reanalysis,Free,,,436.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1997-2018,Under 5 years old
Afghanistan,Height-for-age <-2 SD (stunting),Female,2013,39.5,Units,%,Reanalysed,Free,37.7,41.3,2077662.4,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1997-2018,Under 5 years old
Afghanistan,Height-for-age <-2 SD (stunting),Female,2018,38.1,Units,%,Reanalysed,Free,36.0,40.2,9303.1,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1997-2018,Under 5 years old
Afghanistan,Height-for-age <-3 SD (Severe Stunting),Female,2004,30.9,Units,%,External Reanalysis,Free,,,436.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Height-for-age <-3 SD (Severe Stunting),Female,2013,19.9,Units,%,Reanalysed,Free,18.4,21.4,2077662.4,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Height-for-age <-3 SD (Severe Stunting),Female,2018,20.0,Units,%,Reanalysed,Free,18.2,22.0,9303.1,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Height-for-age (Standard Deviation),Female,2004,1.6,Units,Number,External Reanalysis,Free,,,436.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Height-for-age (Standard Deviation),Female,2013,1.8,Units,Number,Reanalysed,Free,,,,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Height-for-age (Standard Deviation),Female,2018,1.8,Units,Number,Reanalysed,Free,,,,Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-age (Mean),Female,2004,-1.5,Units,Number,External Reanalysis,Free,,,436.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-age (Mean),Female,2013,-1.1,Units,Number,Reanalysed,Free,-1.1,-1.0,2162011.8,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-age (Mean),Female,2018,-0.9,Units,Number,Reanalysed,Free,-1.0,-0.9,9464.4,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-age <-2 SD (Underweight),Female,2004,33.0,Units,%,External Reanalysis,Free,,,436.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1997-2018,Under 5 years old
Afghanistan,Weight-for-age <-2 SD (Underweight),Female,2013,23.2,Units,%,Reanalysed,Free,21.8,24.7,2162011.8,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1997-2018,Under 5 years old
Afghanistan,Weight-for-age <-2 SD (Underweight),Female,2018,18.7,Units,%,Reanalysed,Free,17.2,20.2,9464.4,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1997-2018,Under 5 years old
Afghanistan,Weight-for-age <-3 SD (Severe Underweight),Female,2004,11.9,Units,%,External Reanalysis,Free,,,436.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-age <-3 SD (Severe Underweight),Female,2013,8.6,Units,%,Reanalysed,Free,7.7,9.6,2162011.8,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-age <-3 SD (Severe Underweight),Female,2018,5.4,Units,%,Reanalysed,Free,4.7,6.1,9464.4,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-age (Standard Deviation),Female,2004,1.3,Units,Number,External Reanalysis,Free,,,436.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-age (Standard Deviation),Female,2013,1.4,Units,Number,Reanalysed,Free,,,,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-age (Standard Deviation),Female,2018,1.3,Units,Number,Reanalysed,Free,,,,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Mean Weight-for-height,Female,2004,-0.3,Units,Number,External Reanalysis,Free,,,436.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Mean Weight-for-height,Female,2013,-0.2,Units,Number,Reanalysed,Free,-0.3,-0.2,2080089.9,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Mean Weight-for-height,Female,2018,-0.0,Units,Number,Reanalysed,Free,-0.1,0.1,9593.1,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height <-2 SD (wasting),Female,2004,9.3,Units,%,External Reanalysis,Free,,,436.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1997-2018,Under 5 years old
Afghanistan,Weight-for-height <-2 SD (wasting),Female,2013,8.7,Units,%,Reanalysed,Free,7.8,9.7,2080089.9,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1997-2018,Under 5 years old
Afghanistan,Weight-for-height <-2 SD (wasting),Female,2018,4.1,Units,%,Reanalysed,Free,3.6,4.8,9593.1,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1997-2018,Under 5 years old
Afghanistan,Weight-for-height <-3 SD (severe wasting),Female,2004,4.3,Units,%,External Reanalysis,Free,,,436.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height <-3 SD (severe wasting),Female,2013,3.5,Units,%,Reanalysed,Free,2.9,4.2,2080089.9,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height <-3 SD (severe wasting),Female,2018,1.4,Units,%,Reanalysed,Free,1.1,1.8,9593.1,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height >+1 SD,Female,2004,12.9,Units,%,External Reanalysis,Free,,,436.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height >+1 SD,Female,2013,15.8,Units,%,Reanalysed,Free,14.6,17.0,2080089.9,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height >+1 SD,Female,2018,16.4,Units,%,Reanalysed,Free,14.8,18.2,9593.1,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height >+2 SD (overweight),Female,2004,2.6,Units,%,External Reanalysis,Free,,,436.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1997-2018,Under 5 years old
Afghanistan,Weight-for-height >+2 SD (overweight),Female,2013,5.8,Units,%,Reanalysed,Free,5.0,6.7,2080089.9,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1997-2018,Under 5 years old
Afghanistan,Weight-for-height >+2 SD (overweight),Female,2018,4.2,Units,%,Reanalysed,Free,3.3,5.3,9593.1,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1997-2018,Under 5 years old
Afghanistan,Weight-for-height >+3 SD,Female,2004,1.0,Units,%,External Reanalysis,Free,,,436.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height >+3 SD,Female,2013,2.3,Units,%,Reanalysed,Free,1.8,2.8,2080089.9,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height >+3 SD,Female,2018,1.3,Units,%,Reanalysed,Free,0.9,1.9,9593.1,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height (Standard Deviation),Female,2004,1.3,Units,Number,External Reanalysis,Free,,,436.0,Reduced age range Age 0-5 months not covered  unadjusted,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Summary report of the national nutrition survey  2004. Kabul  Islamic Republic of Afghanistan  Ministry of Public Health and UNICEF  2005.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height (Standard Deviation),Female,2013,1.4,Units,Number,Reanalysed,Free,,,,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan National Nutrition Survey 2013,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Weight-for-height (Standard Deviation),Female,2018,1.2,Units,Number,Reanalysed,Free,,,,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,Afghanistan Health Survey 2018,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2004-2018,Under 5 years old
Afghanistan,Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,Female,2010,16.1,Units,%,Reported,Free,,,,,,Afghanistan Mortality Survey 2010,,,,,,15 to 49 years old
Afghanistan,Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,Female,2011,14.6,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2010-2011,,,,,,15 to 49 years old
Afghanistan,Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,Female,2014,22.7,Units,%,Reported,Free,,,,,,Living Conditions Survey 2013-2014,,,,,,15 to 49 years old
Afghanistan,Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,Female,2015,17.8,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2015,,,,,,15 to 49 years old
Afghanistan,Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,Female,2018,20.9,Units,%,Reported,Free,,,,,,Afghanistan Health Survey 2018. Amsterdam: KIT Royal Tropical Institute; 2018.,,,,,,15 to 49 years old
Afghanistan,Early childbearing - percentage of women (aged 20-24 years) who gave birth before age 18,Female,2010,22.7,Units,%,Reported,Free,,,,,,Afghanistan Mortality Survey 2010,,,,,,20 to 24 years old
Afghanistan,Early childbearing - percentage of women (aged 20-24 years) who gave birth before age 18,Female,2011,25.6,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2010-2011,,,,,,20 to 24 years old
Afghanistan,Early childbearing - percentage of women (aged 20-24 years) who gave birth before age 18,Female,2015,20.4,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2015,,,,,,20 to 24 years old
